student	vak	activiteit	zaal	dag	tijdslot
Buurma Donn	Kansrekenen 2	Lecture	C0.110		
Buurma Donn	Reflectie op de digitale cultuur	Lecture	A1.10		
Buurma Donn	Reflectie op de digitale cultuur	Lecture	A1.10		
Buurma Donn	Reflectie op de digitale cultuur	Tutorial	A1.08	wo	11-13
Caris Lucienne	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Caris Lucienne	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
Caris Lucienne	Algoritmen en complexiteit	Lab	A1.06	di	9-11
Caris Lucienne	Compilerbouw	Lecture	C0.110	ma	11-13
Caris Lucienne	Compilerbouw	Lecture	C0.110	vr	13-15
Caris Lucienne	Compilerbouw	Tutorial	A1.04	ma	9-11
Caris Lucienne	Compilerbouw	Lab	A1.04		
Caris Lucienne	Technology for games	Lecture	A1.04		
Caris Lucienne	Technology for games	Lecture	A1.04		
Caris Lucienne	Technology for games	Tutorial	A1.08	wo	9-11
etin Samyra	Bioinformatica	Lecture	B0.201	di	9-11
etin Samyra	Bioinformatica	Lecture	B0.201	wo	13-15
etin Samyra	Bioinformatica	Lecture	B0.201	wo	15-17
etin Samyra	Bioinformatica	Tutorial	A1.08	do	9-11
etin Samyra	Bioinformatica	Lab	A1.08	do	11-13
etin Samyra	Programmeren in Java 2	Lab	A1.08	di	13-15
etin Samyra	Reflectie op de digitale cultuur	Lecture	A1.10		
etin Samyra	Reflectie op de digitale cultuur	Lecture	A1.10		
etin Samyra	Reflectie op de digitale cultuur	Tutorial	A1.08	wo	11-13
Charit Liana	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Charit Liana	Programmeren in Java 2	Lab	A1.08	di	13-15
Charit Liana	Reflectie op de digitale cultuur	Lecture	A1.10		
Charit Liana	Reflectie op de digitale cultuur	Lecture	A1.10		
Charit Liana	Reflectie op de digitale cultuur	Tutorial	A1.08	wo	11-13
Christiaens Yde	Bioinformatica	Lecture	B0.201	di	9-11
Christiaens Yde	Bioinformatica	Lecture	B0.201	wo	13-15
Christiaens Yde	Bioinformatica	Lecture	B0.201	wo	15-17
Christiaens Yde	Bioinformatica	Tutorial	A1.08	do	9-11
Christiaens Yde	Bioinformatica	Lab	A1.08	do	11-13
Christiaens Yde	Calculus 2	Lecture	C0.110	vr	9-11
Christiaens Yde	Calculus 2	Tutorial	A1.04	do	13-15
Christiaens Yde	Databases 2	Lecture	C0.110		
Christiaens Yde	Databases 2	Tutorial	A1.04		
Christiaens Yde	Kansrekenen 2	Lecture	C0.110		
Christiaens Yde	Kansrekenen 2	Lecture	C0.110		
Christiaens Yde	Programmeren in Java 2	Lab	A1.08	di	13-15
Claassen Hailey	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Claassen Hailey	Reflectie op de digitale cultuur	Lecture	A1.10		
Claassen Hailey	Reflectie op de digitale cultuur	Lecture	A1.10		
Claassen Hailey	Reflectie op de digitale cultuur	Tutorial	A1.08	wo	11-13
Claassen Hailey	Software engineering	Lecture	C0.110		
Claassen Hailey	Software engineering	Tutorial	A1.04		
Claassen Hailey	Software engineering	Lab	A1.04		
Cleven Seyit	Heuristieken 2	Lecture	A1.04	do	15-17
Cleven Seyit	Heuristieken 2	Tutorial	A1.08	vr	11-13
Coenen Jorike	Compilerbouw	Lecture	C0.110	ma	11-13
Coenen Jorike	Compilerbouw	Lecture	C0.110	vr	13-15
Coenen Jorike	Compilerbouw	Tutorial	A1.04	ma	9-11
Coenen Jorike	Compilerbouw	Lab	A1.04		
Coenen Jorike	Netwerken en systeembeveiliging	Lab	A1.08	wo	9-11
Coenen Jorike	Project Numerical Recipes	Lab	A1.08	vr	11-13
Cooijmans Laurentia	Calculus 2	Lecture	C0.110	vr	9-11
Cooijmans Laurentia	Calculus 2	Tutorial	A1.04	do	13-15
Cooijmans Laurentia	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Cooijmans Laurentia	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Cooijmans Laurentia	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Cooijmans Laurentia	Collectieve Intelligentie	Tutorial	A1.08	wo	15-17
Cooijmans Laurentia	Collectieve Intelligentie	Lab	A1.08	vr	15-17
Cooijmans Laurentia	Heuristieken 2	Lecture	A1.04	do	15-17
Cooijmans Laurentia	Heuristieken 2	Tutorial	A1.08	vr	11-13
Corten Mitzi	Compilerbouw	Lecture	C0.110	ma	11-13
Corten Mitzi	Compilerbouw	Lecture	C0.110	vr	13-15
Corten Mitzi	Compilerbouw	Tutorial	A1.04	ma	9-11
Corten Mitzi	Compilerbouw	Lab	A1.04		
Corvers Jildou	Webprogrammeren en databases	Lecture	A1.04		
Corvers Jildou	Webprogrammeren en databases	Lecture	A1.04		
Corvers Jildou	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Corvers Jildou	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Cramer Abdelouahid	Netwerken en systeembeveiliging	Lab	A1.08	wo	9-11
Cramer Hananja	Programmeren in Java 2	Lab	A1.08	di	13-15
Cramer Hananja	Software engineering	Lecture	C0.110		
Cramer Hananja	Software engineering	Tutorial	A1.04		
Cramer Hananja	Software engineering	Lab	A1.04		
Crombach Jonas	Kansrekenen 2	Lecture	C0.110		
Crombach Jonas	Kansrekenen 2	Lecture	C0.110		
Curfs Gven	Reflectie op de digitale cultuur	Lecture	A1.10		
Curfs Gven	Reflectie op de digitale cultuur	Lecture	A1.10		
Curfs Gven	Reflectie op de digitale cultuur	Tutorial	A1.08	wo	11-13
Curvers Everhard	Informatie- en organisatieontwerp	Lecture	A1.06	vr	15-17
Curvers Everhard	Informatie- en organisatieontwerp	Lecture	A1.06		
Curvers Everhard	Informatie- en organisatieontwerp	Tutorial	A1.08	wo	15-17
Curvers Everhard	Informatie- en organisatieontwerp	Lab	A1.08	do	11-13
Daams Amlie	Heuristieken 2	Lecture	A1.04	do	15-17
Daams Amlie	Heuristieken 2	Tutorial	A1.08	vr	11-13
Daams Amlie	Programmeren in Java 2	Lab	A1.08	di	13-15
Dams Gradus	Compilerbouw	Lecture	C0.110	ma	11-13
Dams Gradus	Compilerbouw	Lecture	C0.110	vr	13-15
Dams Gradus	Compilerbouw	Tutorial	A1.04	ma	9-11
Dams Gradus	Compilerbouw	Lab	A1.04		
Dams Gradus	Project Genetic Algorithms	Lab	A1.08	wo	11-13
Dane Goos	Compilerbouw practicum	Lab	A1.08	wo	13-15
Dane Goos	Project Genetic Algorithms	Lab	A1.08	wo	11-13
Dane Goos	Zoeken sturen en bewegen	Lab	A1.08	do	15-17
de Boon Manul	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
de Boon Manul	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
de Boon Manul	Algoritmen en complexiteit	Lab	A1.06	di	9-11
de Boon Manul	Calculus 2	Lecture	C0.110	vr	9-11
de Boon Manul	Calculus 2	Tutorial	A1.04	do	13-15
de Boon Manul	Machine Learning	Lecture	A1.06		
de Boon Manul	Machine Learning	Lecture	A1.06		
de Boon Manul	Programmeren in Java 2	Lab	A1.08	di	13-15
de Boon Manul	Project Genetic Algorithms	Lab	A1.08	wo	11-13
de Hoogh Albertien	Software engineering	Lecture	C0.110		
de Hoogh Albertien	Software engineering	Tutorial	A1.04		
de Hoogh Albertien	Software engineering	Lab	A1.04		
de Hoogh Albertien	Technology for games	Lecture	A1.04		
de Hoogh Albertien	Technology for games	Lecture	A1.04		
de Hoogh Albertien	Technology for games	Tutorial	A1.08	wo	9-11
de Jongste Kathryn	Interactie-ontwerp	Lecture	A1.04	di	15-17
de Jongste Kathryn	Interactie-ontwerp	Lecture	A1.04	di	11-13
de Jongste Kathryn	Project Numerical Recipes	Lab	A1.08	vr	11-13
de Kanter Anes	Moderne Databases	Lecture	A1.10		
de Kanter Anes	Moderne Databases	Tutorial	A1.08		
de Kanter Anes	Moderne Databases	Lab	A1.08		
de Kreij Krijna	Zoeken sturen en bewegen	Lab	A1.08	do	15-17
de Kuijer Farhad	Netwerken en systeembeveiliging	Lab	A1.08	wo	9-11
de Kuijer Farhad	Project Numerical Recipes	Lab	A1.08	vr	11-13
de Leest Janniek	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
de Leest Janniek	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
de Leest Janniek	Algoritmen en complexiteit	Lab	A1.06	di	9-11
de Leest Janniek	Programmeren in Java 2	Lab	A1.08	di	13-15
de Leest Wieke	Lineaire Algebra	Lecture	A1.10		
de Leest Wieke	Lineaire Algebra	Lecture	A1.10		
de Looff Yana	Software engineering	Lecture	C0.110		
de Looff Yana	Software engineering	Tutorial	A1.04		
de Looff Yana	Software engineering	Lab	A1.04		
de Olde Alexandre	Lineaire Algebra	Lecture	A1.10		
de Olde Alexandre	Lineaire Algebra	Lecture	A1.10		
de Olde Mslm	Calculus 2	Lecture	C0.110	vr	9-11
de Olde Mslm	Calculus 2	Tutorial	A1.04	do	13-15
de Olde Mslm	Programmeren in Java 2	Lab	A1.08	di	13-15
de Smit Ziggy	Heuristieken 2	Lecture	A1.04	do	15-17
de Smit Ziggy	Heuristieken 2	Tutorial	A1.08	vr	11-13
de Snoo a?la	Compilerbouw practicum	Lab	A1.08	wo	13-15
de Snoo a?la	Project Genetic Algorithms	Lab	A1.08	wo	11-13
de Vreeze Marije	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
de Vreeze Marije	Collectieve Intelligentie	Lecture	C0.110	do	9-11
de Vreeze Marije	Collectieve Intelligentie	Lecture	C0.110	do	11-13
de Vreeze Marije	Collectieve Intelligentie	Tutorial	A1.08	wo	15-17
de Vreeze Marije	Collectieve Intelligentie	Lab	A1.08	vr	15-17
de Vreeze Marije	Programmeren in Java 2	Lab	A1.08	di	13-15
de Zoete Linne	Kansrekenen 2	Lecture	C0.110		
de Zoete Linne	Kansrekenen 2	Lecture	C0.110		
Deniz Quido	Interactie-ontwerp	Lecture	A1.04	di	15-17
Deniz Quido	Interactie-ontwerp	Lecture	A1.04	di	11-13
Deniz Quido	Lineaire Algebra	Lecture	A1.10		
Deniz Quido	Lineaire Algebra	Lecture	A1.10		
Deniz Quido	Programmeren in Java 2	Lab	A1.08	di	13-15
Diallo Brigitta	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Diallo Brigitta	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
Diallo Brigitta	Algoritmen en complexiteit	Lab	A1.06	di	9-11
Diallo Brigitta	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Diallo Brigitta	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Diallo Brigitta	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Diallo Brigitta	Collectieve Intelligentie	Tutorial	A1.08	wo	15-17
Diallo Brigitta	Collectieve Intelligentie	Lab	A1.08	vr	15-17
Diallo Brigitta	Compilerbouw practicum	Lab	A1.08	wo	13-15
Diallo Brigitta	Data Mining	Lecture	A1.04		
Diallo Brigitta	Data Mining	Lecture	A1.04		
Diallo Brigitta	Data Mining	Tutorial	A1.08	do	13-15
Diallo Brigitta	Data Mining	Lab	A1.08	vr	9-11
Diallo Brigitta	Software engineering	Lecture	C0.110		
Diallo Brigitta	Software engineering	Tutorial	A1.04		
Diallo Brigitta	Software engineering	Lab	A1.04		
Dibbets Boy	Databases 2	Lecture	C0.110		
Dibbets Boy	Databases 2	Tutorial	A1.04		
Dibbets Boy	Heuristieken 2	Lecture	A1.04	do	15-17
Dibbets Boy	Heuristieken 2	Tutorial	A1.08	vr	11-13
Dibbets Boy	Lineaire Algebra	Lecture	A1.10		
Dibbets Boy	Lineaire Algebra	Lecture	A1.10		
Dibbets Boy	Programmeren in Java 2	Lab	A1.08	di	13-15
Dielen Marjory	Calculus 2	Lecture	C0.110	vr	9-11
Dielen Marjory	Calculus 2	Tutorial	A1.04	do	13-15
Dieperink Pietro	Technology for games	Lecture	A1.04		
Dieperink Pietro	Technology for games	Lecture	A1.04		
Dieperink Pietro	Technology for games	Tutorial	A1.08	wo	9-11
Dieters Andr	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Dieters Andr	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
Dieters Andr	Algoritmen en complexiteit	Lab	A1.06	di	9-11
Dieters Andr	Databases 2	Lecture	C0.110		
Dieters Andr	Databases 2	Tutorial	A1.04		
Dieters Andr	Heuristieken 1	Lecture	B0.201		
Dieters Andr	Heuristieken 1	Tutorial	A1.06	vr	13-15
Dieters Andr	Netwerken en systeembeveiliging	Lab	A1.08	wo	9-11
Doedens Kelly	Calculus 2	Lecture	C0.110	vr	9-11
Doedens Kelly	Calculus 2	Tutorial	A1.04	do	13-15
Doedens Kelly	Databases 2	Lecture	C0.110		
Doedens Kelly	Databases 2	Tutorial	A1.04		
Doeve Winfried	Project Numerical Recipes	Lab	A1.08	vr	11-13
Donselaar Oumaima	Informatie- en organisatieontwerp	Lecture	A1.06	vr	15-17
Donselaar Oumaima	Informatie- en organisatieontwerp	Lecture	A1.06		
Donselaar Oumaima	Informatie- en organisatieontwerp	Tutorial	A1.08	wo	15-17
Donselaar Oumaima	Informatie- en organisatieontwerp	Lab	A1.08	do	11-13
Doppenberg Maruschka	Netwerken en systeembeveiliging	Lab	A1.08	wo	9-11
Drge Siri	Project Numerical Recipes	Lab	A1.08	vr	11-13
Droog S?la	Advanced Heuristics	Lecture	A1.08	ma	9-11
Droog S?la	Advanced Heuristics	Lab	A1.08	ma	11-13
Droog S?la	Bioinformatica	Lecture	B0.201	di	9-11
Droog S?la	Bioinformatica	Lecture	B0.201	wo	13-15
Droog S?la	Bioinformatica	Lecture	B0.201	wo	15-17
Droog S?la	Bioinformatica	Tutorial	A1.08	do	9-11
Droog S?la	Bioinformatica	Lab	A1.08	do	11-13
Droog S?la	Databases 2	Lecture	C0.110		
Droog S?la	Databases 2	Tutorial	A1.04		
Droste Ko	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Droste Ko	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
Droste Ko	Algoritmen en complexiteit	Lab	A1.06	di	9-11
Droste Ko	Calculus 2	Lecture	C0.110	vr	9-11
Droste Ko	Calculus 2	Tutorial	A1.04	do	13-15
Droste Ko	Software engineering	Lecture	C0.110		
Droste Ko	Software engineering	Tutorial	A1.04		
Droste Ko	Software engineering	Lab	A1.04		
Duiveman Doede	Compilerbouw	Lecture	C0.110	ma	11-13
Duiveman Doede	Compilerbouw	Lecture	C0.110	vr	13-15
Duiveman Doede	Compilerbouw	Tutorial	A1.04	ma	9-11
Duiveman Doede	Compilerbouw	Lab	A1.04		
Duiveman Doede	Informatie- en organisatieontwerp	Lecture	A1.06	vr	15-17
Duiveman Doede	Informatie- en organisatieontwerp	Lecture	A1.06		
Duiveman Doede	Informatie- en organisatieontwerp	Tutorial	A1.08	wo	15-17
Duiveman Doede	Informatie- en organisatieontwerp	Lab	A1.08	do	11-13
Duiveman Doede	Moderne Databases	Lecture	A1.10		
Duiveman Doede	Moderne Databases	Tutorial	A1.08		
Duiveman Doede	Moderne Databases	Lab	A1.08		
Duiveman Doede	Technology for games	Lecture	A1.04		
Duiveman Doede	Technology for games	Lecture	A1.04		
Duiveman Doede	Technology for games	Tutorial	A1.08	wo	9-11
Duiveman Doede	Zoeken sturen en bewegen	Lab	A1.08	do	15-17
Dumoulin Rintje	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Eeltink Brecht	Compilerbouw	Lecture	C0.110	ma	11-13
Eeltink Brecht	Compilerbouw	Lecture	C0.110	vr	13-15
Eeltink Brecht	Compilerbouw	Tutorial	A1.04	ma	9-11
Eeltink Brecht	Compilerbouw	Lab	A1.04		
Eeltink Brecht	Software engineering	Lecture	C0.110		
Eeltink Brecht	Software engineering	Tutorial	A1.04		
Eeltink Brecht	Software engineering	Lab	A1.04		
Eggens Wissal	Databases 2	Lecture	C0.110		
Eggens Wissal	Databases 2	Tutorial	A1.04		
Eggens Wissal	Zoeken sturen en bewegen	Lab	A1.08	do	15-17
Eggermont Catharinus	Software engineering	Lecture	C0.110		
Eggermont Catharinus	Software engineering	Tutorial	A1.04		
Eggermont Catharinus	Software engineering	Lab	A1.04		
Eisinga Mattie	Heuristieken 1	Lecture	B0.201		
Eisinga Mattie	Heuristieken 1	Tutorial	A1.06	vr	13-15
Eisinga Mattie	Kansrekenen 2	Lecture	C0.110		
Eisinga Mattie	Kansrekenen 2	Lecture	C0.110		
Eisinga Mattie	Netwerken en systeembeveiliging	Lab	A1.08	vr	9-11
Eissens Ludovicus	Bioinformatica	Lecture	B0.201	di	9-11
Eissens Ludovicus	Bioinformatica	Lecture	B0.201	wo	13-15
Eissens Ludovicus	Bioinformatica	Lecture	B0.201	wo	15-17
Eissens Ludovicus	Bioinformatica	Tutorial	A1.08	do	9-11
Eissens Ludovicus	Bioinformatica	Lab	A1.08	do	11-13
Eissens Ludovicus	Kansrekenen 2	Lecture	C0.110		
Eissens Ludovicus	Kansrekenen 2	Lecture	C0.110		
Eissens Ludovicus	Software engineering	Lecture	C0.110		
Eissens Ludovicus	Software engineering	Tutorial	A1.04		
Eissens Ludovicus	Software engineering	Lab	A1.04		
Elberse Pearl	Databases 2	Lecture	C0.110		
Elberse Pearl	Databases 2	Tutorial	A1.04		
Elissen Raven	Bioinformatica	Lecture	B0.201	di	9-11
Elissen Raven	Bioinformatica	Lecture	B0.201	wo	13-15
Elissen Raven	Bioinformatica	Lecture	B0.201	wo	15-17
Elissen Raven	Bioinformatica	Tutorial	A1.08	do	9-11
Elissen Raven	Bioinformatica	Lab	A1.08	do	11-13
Elissen Raven	Netwerken en systeembeveiliging	Lab	A1.08	vr	9-11
Elschot Bauke	Compilerbouw	Lecture	C0.110	ma	11-13
Elschot Bauke	Compilerbouw	Lecture	C0.110	vr	13-15
Elschot Bauke	Compilerbouw	Tutorial	A1.04	ma	9-11
Elschot Bauke	Compilerbouw	Lab	A1.04		
Elschot Geerten	Kansrekenen 2	Lecture	C0.110		
Elschot Geerten	Kansrekenen 2	Lecture	C0.110		
Elschot Geerten	Software engineering	Lecture	C0.110		
Elschot Geerten	Software engineering	Tutorial	A1.04		
Elschot Geerten	Software engineering	Lab	A1.04		
Ensink Dinah	Kansrekenen 2	Lecture	C0.110		
Ensink Dinah	Kansrekenen 2	Lecture	C0.110		
Ensink Dinah	Programmeren in Java 2	Lab	A1.08		
Essink Hande	Moderne Databases	Lecture	A1.10		
Essink Hande	Moderne Databases	Tutorial	A1.08		
Essink Hande	Moderne Databases	Lab	A1.08		
Essink Jaro	Compilerbouw	Lecture	C0.110	ma	11-13
Essink Jaro	Compilerbouw	Lecture	C0.110	vr	13-15
Essink Jaro	Compilerbouw	Tutorial	A1.04	ma	9-11
Essink Jaro	Compilerbouw	Lab	A1.04		
Essink Jaro	Netwerken en systeembeveiliging	Lab	A1.08	vr	9-11
Essink Jaro	Programmeren in Java 2	Lab	A1.08		
Ester Herwin	Autonomous Agents 2	Lecture	A1.06	di	15-17
Ester Herwin	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Ester Herwin	Autonomous Agents 2	Tutorial	A1.08	di	11-13
Ester Herwin	Autonomous Agents 2	Lab	A1.08	di	13-15
Ester Herwin	Bioinformatica	Lecture	B0.201	di	9-11
Ester Herwin	Bioinformatica	Lecture	B0.201	wo	13-15
Ester Herwin	Bioinformatica	Lecture	B0.201	wo	15-17
Ester Herwin	Bioinformatica	Tutorial	A1.08	do	9-11
Ester Herwin	Bioinformatica	Lab	A1.08	do	11-13
Ester Herwin	Data Mining	Lecture	A1.04		
Ester Herwin	Data Mining	Lecture	A1.04		
Ester Herwin	Data Mining	Tutorial	A1.08	do	13-15
Ester Herwin	Data Mining	Lab	A1.08	vr	9-11
Fekkes Jurrian	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Fekkes Jurrian	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
Fekkes Jurrian	Algoritmen en complexiteit	Lab	A1.06	di	9-11
Fekkes Jurrian	Autonomous Agents 2	Lecture	A1.06	di	15-17
Fekkes Jurrian	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Fekkes Jurrian	Autonomous Agents 2	Tutorial	A1.08	di	11-13
Fekkes Jurrian	Autonomous Agents 2	Lab	A1.08	di	13-15
Fekkes Jurrian	Calculus 2	Lecture	C0.110	vr	9-11
Fekkes Jurrian	Calculus 2	Tutorial	A1.04	do	13-15
Fekkes Jurrian	Zoeken sturen en bewegen	Lab	A1.08	do	15-17
Fennis Nurcan	Moderne Databases	Lecture	A1.10		
Fennis Nurcan	Moderne Databases	Tutorial	A1.08		
Fennis Nurcan	Moderne Databases	Lab	A1.08		
Fleming Antonius	Compilerbouw	Lecture	C0.110	ma	11-13
Fleming Antonius	Compilerbouw	Lecture	C0.110	vr	13-15
Fleming Antonius	Compilerbouw	Tutorial	A1.04	ma	9-11
Fleming Antonius	Compilerbouw	Lab	A1.04		
Florijn Belle	Heuristieken 1	Lecture	B0.201		
Florijn Belle	Heuristieken 1	Tutorial	A1.06	vr	13-15
Florijn Belle	Project Numerical Recipes	Lab	A1.08	vr	11-13
Fokkens Diemer	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Fokkens Diemer	Bioinformatica	Lecture	B0.201	di	9-11
Fokkens Diemer	Bioinformatica	Lecture	B0.201	wo	13-15
Fokkens Diemer	Bioinformatica	Lecture	B0.201	wo	15-17
Fokkens Diemer	Bioinformatica	Tutorial	A1.08	do	9-11
Fokkens Diemer	Bioinformatica	Lab	A1.08	do	11-13
Fokkens Diemer	Calculus 2	Lecture	C0.110	vr	9-11
Fokkens Diemer	Calculus 2	Tutorial	A1.04	do	13-15
Fokkens Diemer	Moderne Databases	Lecture	A1.10		
Fokkens Diemer	Moderne Databases	Tutorial	A1.08		
Fokkens Diemer	Moderne Databases	Lab	A1.08		
Fokkens Diemer	Technology for games	Lecture	A1.04		
Fokkens Diemer	Technology for games	Lecture	A1.04		
Fokkens Diemer	Technology for games	Tutorial	A1.08	wo	9-11
Freriks Ynze	Software engineering	Lecture	C0.110		
Freriks Ynze	Software engineering	Tutorial	A1.04		
Freriks Ynze	Software engineering	Lab	A1.04		
Geboers Nordin	Data Mining	Lecture	A1.04		
Geboers Nordin	Data Mining	Lecture	A1.04		
Geboers Nordin	Data Mining	Tutorial	A1.08	do	13-15
Geboers Nordin	Data Mining	Lab	A1.08	vr	9-11
Geboers Nordin	Programmeren in Java 2	Lab	A1.08		
Geelen Bahattin	Technology for games	Lecture	A1.04		
Geelen Bahattin	Technology for games	Lecture	A1.04		
Geelen Bahattin	Technology for games	Tutorial	A1.08	wo	9-11
Geers Sohrab	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Geers Sohrab	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Geers Sohrab	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Geers Sohrab	Collectieve Intelligentie	Tutorial	A1.08	wo	15-17
Geers Sohrab	Collectieve Intelligentie	Lab	A1.08	vr	15-17
Geers Sohrab	Lineaire Algebra	Lecture	A1.10		
Geers Sohrab	Lineaire Algebra	Lecture	A1.10		
Geers Sohrab	Zoeken sturen en bewegen	Lab	A1.08	do	15-17
Geluk Patric	Webprogrammeren en databases	Lecture	A1.04		
Geluk Patric	Webprogrammeren en databases	Lecture	A1.04		
Geluk Patric	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Geluk Patric	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Gerritse Eddy	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Gielissen Deacon	Autonomous Agents 2	Lecture	A1.06	di	15-17
Gielissen Deacon	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Gielissen Deacon	Autonomous Agents 2	Tutorial	A1.08	di	11-13
Gielissen Deacon	Autonomous Agents 2	Lab	A1.08	di	13-15
Gielissen Deacon	Compilerbouw	Lecture	C0.110	ma	11-13
Gielissen Deacon	Compilerbouw	Lecture	C0.110	vr	13-15
Gielissen Deacon	Compilerbouw	Tutorial	A1.04	ma	9-11
Gielissen Deacon	Compilerbouw	Lab	A1.04		
Gielissen Deacon	Kansrekenen 2	Lecture	C0.110		
Gielissen Deacon	Kansrekenen 2	Lecture	C0.110		
Gielissen Deacon	Software engineering	Lecture	C0.110		
Gielissen Deacon	Software engineering	Tutorial	A1.04		
Gielissen Deacon	Software engineering	Lab	A1.04		
Giesen Richenel	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Gijbels Abdelkader	Compilerbouw	Lecture	C0.110	ma	11-13
Gijbels Abdelkader	Compilerbouw	Lecture	C0.110	vr	13-15
Gijbels Abdelkader	Compilerbouw	Tutorial	A1.04	ma	9-11
Gijbels Abdelkader	Compilerbouw	Lab	A1.04		
Gijbels Abdelkader	Lineaire Algebra	Lecture	A1.10		
Gijbels Abdelkader	Lineaire Algebra	Lecture	A1.10		
Gijbels Abdelkader	Project Numerical Recipes	Lab	A1.08	vr	11-13
Gijbels Abdelkader	Technology for games	Lecture	A1.04		
Gijbels Abdelkader	Technology for games	Lecture	A1.04		
Gijbels Abdelkader	Technology for games	Tutorial	A1.08	wo	9-11
Gilsing Marco	Moderne Databases	Lecture	A1.10		
Gilsing Marco	Moderne Databases	Tutorial	A1.08		
Gilsing Marco	Moderne Databases	Lab	A1.08		
Gk Maritte	Heuristieken 2	Lecture	A1.04	do	15-17
Gk Maritte	Heuristieken 2	Tutorial	A1.08	vr	11-13
Gk Maritte	Moderne Databases	Lecture	A1.10		
Gk Maritte	Moderne Databases	Tutorial	A1.08		
Gk Maritte	Moderne Databases	Lab	A1.08		
Gk Maritte	Software engineering	Lecture	C0.110		
Gk Maritte	Software engineering	Tutorial	A1.04		
Gk Maritte	Software engineering	Lab	A1.04		
Gk Maritte	Webprogrammeren en databases	Lecture	A1.04		
Gk Maritte	Webprogrammeren en databases	Lecture	A1.04		
Gk Maritte	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Gk Maritte	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Goor Rivelino	Data Mining	Lecture	A1.04		
Goor Rivelino	Data Mining	Lecture	A1.04		
Goor Rivelino	Data Mining	Tutorial	A1.08	do	13-15
Goor Rivelino	Data Mining	Lab	A1.08	vr	9-11
Grift Umar	Autonomous Agents 2	Lecture	A1.06	di	15-17
Grift Umar	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Grift Umar	Autonomous Agents 2	Tutorial	A1.08	di	11-13
Grift Umar	Autonomous Agents 2	Lab	A1.08	di	13-15
