student;vak;activiteit;zaal;dag;tijdslot
Horstink Tea;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Horstink Tea;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Horstink Tea;Programmeren in Java 2 Practica 4;Practica;A1.08;wo;9-11
Horstink Tea;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Horstink Tea;Compilerbouw Werkcollege 2;Werkcollege;C1.112;ma;11-13
van Maarseveen Micha;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
van Maarseveen Micha;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
van Maarseveen Micha;Project Genetic Algorithms Practica 3;Practica;C0.110;do;13-15
van Maarseveen Micha;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
van Maarseveen Micha;Moderne Databases Werkcollege 1;Werkcollege;C1.112;vr;15-17
van Maarseveen Micha;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
van Maarseveen Micha;Moderne Databases Practica 2;Practica;C1.112;do;15-17
Crombach Jonas;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Crombach Jonas;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Hospers Wichard;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Hospers Wichard;Collectieve Intelligentie Werkcollege 4;Werkcollege;A1.08;vr;13-15
Hospers Wichard;Collectieve Intelligentie Practica 4;Practica;A1.10;ma;13-15
Hospers Wichard;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Hospers Wichard;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Hospers Wichard;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Hospers Wichard;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Hospers Wichard;Programmeren in Java 2 Practica 6;Practica;A1.08;ma;9-11
van Marle Meta;Compilerbouw Practica 2;Practica;A1.10;wo;11-13
van Marle Meta;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
van Marle Meta;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
van Marle Meta;Netwerken en systeembeveiliging Practica 4;Practica;B0.201;ma;15-17
van Marle Meta;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
van Marle Meta;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
van Marle Meta;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
van Marle Meta;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
van Marle Meta;Compilerbouw Werkcollege 2;Werkcollege;C1.112;ma;11-13
van Marle Meta;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Curfs Gven;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Curfs Gven;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;A1.08;ma;15-17
Curfs Gven;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Huibers Kyra;Webprogrammeren en databases Werkcollege 1;Werkcollege;B0.201;vr;15-17
Huibers Kyra;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Huibers Kyra;Webprogrammeren en databases Practica 2;Practica;A1.10;ma;11-13
Huibers Kyra;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
van Maurik Lon;Compilerbouw Practica 2;Practica;A1.10;wo;11-13
van Maurik Lon;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
van Maurik Lon;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
van Maurik Lon;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
van Maurik Lon;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
van Maurik Lon;Project Numerical Recipes Practica 3;Practica;C0.110;di;9-11
van Maurik Lon;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
van Maurik Lon;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
van Maurik Lon;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Curvers Everhard;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;C0.110;ma;11-13
Curvers Everhard;Informatie- en organisatieontwerp Werkcollege 2;Werkcollege;B0.201;vr;9-11
Curvers Everhard;Informatie- en organisatieontwerp Practica 2;Practica;C0.110;wo;9-11
Curvers Everhard;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C1.112;vr;11-13
Hunting Paulette;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Hunting Paulette;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Hunting Paulette;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Hunting Paulette;Bioinformatica Practica 1;Practica;A1.04;di;9-11
Hunting Paulette;Bioinformatica Werkcollege 2;Werkcollege;A1.10;ma;9-11
Hunting Paulette;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Hunting Paulette;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;A1.08;ma;15-17
Hunting Paulette;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
van Mierlo Abram;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
van Mierlo Abram;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;13-15
van Mierlo Abram;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
van Mierlo Abram;Software engineering Practica 1;Practica;A1.08;do;15-17
van Mierlo Abram;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
van Mierlo Abram;Webprogrammeren en databases Werkcollege 2;Werkcollege;C0.110;wo;15-17
van Mierlo Abram;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
van Mierlo Abram;Webprogrammeren en databases Practica 2;Practica;A1.10;ma;11-13
van Mierlo Abram;Moderne Databases Werkcollege 2;Werkcollege;A1.06;ma;11-13
van Mierlo Abram;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.04;do;11-13
van Mierlo Abram;Moderne Databases Practica 2;Practica;C1.112;do;15-17
van Mierlo Abram;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Daams Amlie;Programmeren in Java 2 Practica 3;Practica;A1.04;vr;9-11
Daams Amlie;Heuristieken 2 Werkcollege 1;Werkcollege;A1.04;wo;11-13
Daams Amlie;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Hup Ytje;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
Hup Ytje;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
van Montfort Ans;Data Mining Hoorcollege 2;Hoorcollege;C0.110;do;9-11
van Montfort Ans;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
van Montfort Ans;Data Mining Practica 1;Practica;A1.04;ma;9-11
van Montfort Ans;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;A1.06;ma;9-11
van Montfort Ans;Data Mining Werkcollege 2;Werkcollege;A1.10;do;9-11
van Montfort Ans;Zoeken sturen en bewegen Practica 3;Practica;A1.06;wo;11-13
van Montfort Ans;Data Mining Hoorcollege 1;Hoorcollege;A1.10;do;13-15
van Montfort Ans;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Dams Gradus;Project Genetic Algorithms Practica 1;Practica;A1.04;ma;15-17
Dams Gradus;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Dams Gradus;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Dams Gradus;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Dams Gradus;Compilerbouw Werkcollege 2;Werkcollege;C1.112;ma;11-13
IJkema Frdric;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
IJkema Frdric;Software engineering Practica 1;Practica;A1.08;do;15-17
IJkema Frdric;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
IJkema Frdric;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
IJkema Frdric;Moderne Databases Practica 1;Practica;A1.10;do;11-13
IJkema Frdric;Moderne Databases Werkcollege 2;Werkcollege;A1.06;ma;11-13
IJkema Frdric;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
IJkema Frdric;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
IJkema Frdric;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
van Mourik Yuri;Webprogrammeren en databases Werkcollege 1;Werkcollege;B0.201;vr;15-17
van Mourik Yuri;Software engineering Werkcollege 1;Werkcollege;A1.08;di;11-13
van Mourik Yuri;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
van Mourik Yuri;Webprogrammeren en databases Practica 1;Practica;A1.06;vr;13-15
van Mourik Yuri;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
van Mourik Yuri;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
van Mourik Yuri;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
van Mourik Yuri;Bioinformatica Werkcollege 1;Werkcollege;C0.110;wo;11-13
van Mourik Yuri;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
van Mourik Yuri;Bioinformatica Practica 1;Practica;A1.04;di;9-11
van Mourik Yuri;Software engineering Practica 2;Practica;C0.110;ma;17-19
van Mourik Yuri;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Dane Goos;Project Genetic Algorithms Practica 2;Practica;C0.110;ma;13-15
Dane Goos;Zoeken sturen en bewegen Practica 2;Practica;A1.06;do;9-11
Dane Goos;Compilerbouw practicum Practica 1;Practica;A1.08;vr;9-11
Imthorn Marnik;Zoeken sturen en bewegen Practica 2;Practica;A1.06;do;9-11
Imthorn Marnik;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
van Munster Yang;Project Numerical Recipes Practica 2;Practica;A1.10;vr;9-11
de Boon Manul;Project Genetic Algorithms Practica 1;Practica;A1.04;ma;15-17
de Boon Manul;Machine Learning Hoorcollege 2;Hoorcollege;C1.112;di;9-11
de Boon Manul;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
de Boon Manul;Machine Learning Hoorcollege 1;Hoorcollege;B0.201;wo;11-13
de Boon Manul;Algoritmen en complexiteit Werkcollege 2;Werkcollege;A1.04;wo;13-15
de Boon Manul;Programmeren in Java 2 Practica 4;Practica;A1.08;wo;9-11
de Boon Manul;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
de Boon Manul;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
de Boon Manul;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Jackson Geartsje;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
Jackson Geartsje;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
van Oss Miguel;Netwerken en systeembeveiliging Practica 1;Practica;C0.110;vr;9-11
de Hoogh Albertien;Software engineering Werkcollege 1;Werkcollege;A1.08;di;11-13
de Hoogh Albertien;Software engineering Practica 1;Practica;A1.08;do;15-17
de Hoogh Albertien;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
de Hoogh Albertien;Technology for games Hoorcollege 2;Hoorcollege;A1.04;do;15-17
de Hoogh Albertien;Technology for games Werkcollege 1;Werkcollege;A1.04;vr;13-15
de Hoogh Albertien;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
Jacob Rino;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Jacob Rino;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
van Osta Nanet;Project Numerical Recipes Practica 2;Practica;A1.10;vr;9-11
van Osta Nanet;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
van Osta Nanet;Programmeren in Java 2 Practica 4;Practica;A1.08;wo;9-11
van Osta Nanet;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
de Jongste Kathryn;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
de Jongste Kathryn;Project Numerical Recipes Practica 2;Practica;A1.10;vr;9-11
de Jongste Kathryn;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
Jagersma Faya;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Jagersma Faya;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
Jagersma Faya;Project Numerical Recipes Practica 2;Practica;A1.10;vr;9-11
Jagersma Faya;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Jagersma Faya;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
van Plateringen Sien;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
van Plateringen Sien;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
van Plateringen Sien;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
van Plateringen Sien;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
van Plateringen Sien;Moderne Databases Werkcollege 3;Werkcollege;B0.201;do;15-17
van Plateringen Sien;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
van Plateringen Sien;Moderne Databases Practica 3;Practica;C0.110;di;13-15
de Kanter Anes;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
de Kanter Anes;Moderne Databases Werkcollege 3;Werkcollege;B0.201;do;15-17
de Kanter Anes;Moderne Databases Practica 1;Practica;A1.10;do;11-13
Jak Paulo;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Jak Paulo;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
van Poorten Fedoua;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
van Poorten Fedoua;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
van Poorten Fedoua;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
van Poorten Fedoua;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
van Poorten Fedoua;Bioinformatica Werkcollege 2;Werkcollege;A1.10;ma;9-11
van Poorten Fedoua;Bioinformatica Practica 2;Practica;C0.110;do;17-19
van Poorten Fedoua;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
de Kreij Krijna;Zoeken sturen en bewegen Practica 2;Practica;A1.06;do;9-11
Jama Owen;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Jama Owen;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Jama Owen;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Jama Owen;Bioinformatica Werkcollege 2;Werkcollege;A1.10;ma;9-11
Jama Owen;Zoeken sturen en bewegen Practica 3;Practica;A1.06;wo;11-13
Jama Owen;Bioinformatica Practica 3;Practica;C0.110;ma;9-11
van Putten Jetty;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;C0.110;ma;11-13
van Putten Jetty;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
van Putten Jetty;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
van Putten Jetty;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
van Putten Jetty;Informatie- en organisatieontwerp Werkcollege 2;Werkcollege;B0.201;vr;9-11
van Putten Jetty;Data Mining Hoorcollege 2;Hoorcollege;C0.110;do;9-11
van Putten Jetty;Data Mining Werkcollege 1;Werkcollege;B0.201;do;13-15
van Putten Jetty;Informatie- en organisatieontwerp Practica 2;Practica;C0.110;wo;9-11
van Putten Jetty;Data Mining Practica 1;Practica;A1.04;ma;9-11
van Putten Jetty;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C1.112;vr;11-13
van Putten Jetty;Bioinformatica Werkcollege 3;Werkcollege;A1.04;di;11-13
van Putten Jetty;Bioinformatica Practica 3;Practica;C0.110;ma;9-11
van Putten Jetty;Data Mining Hoorcollege 1;Hoorcollege;A1.10;do;13-15
de Kuijer Farhad;Netwerken en systeembeveiliging Practica 4;Practica;B0.201;ma;15-17
de Kuijer Farhad;Project Numerical Recipes Practica 3;Practica;C0.110;di;9-11
Janga Le;Compilerbouw Practica 2;Practica;A1.10;wo;11-13
Janga Le;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Janga Le;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Janga Le;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Janga Le;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Janga Le;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Janga Le;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Janga Le;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Janga Le;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;A1.08;ma;15-17
Janga Le;Heuristieken 2 Werkcollege 1;Werkcollege;A1.04;wo;11-13
Janga Le;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
van Ravesteijn Jersey;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
van Ravesteijn Jersey;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
de Leest Janniek;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
de Leest Janniek;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
de Leest Janniek;Programmeren in Java 2 Practica 5;Practica;B0.201;di;15-17
de Leest Janniek;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Jankie Kyan;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Jankie Kyan;Data Mining Hoorcollege 2;Hoorcollege;C0.110;do;9-11
Jankie Kyan;Data Mining Werkcollege 1;Werkcollege;B0.201;do;13-15
Jankie Kyan;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
Jankie Kyan;Data Mining Practica 1;Practica;A1.04;ma;9-11
Jankie Kyan;Data Mining Hoorcollege 1;Hoorcollege;A1.10;do;13-15
van Riel Jodi;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
van Riel Jodi;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
van Riel Jodi;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
van Riel Jodi;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
van Riel Jodi;Algoritmen en complexiteit Werkcollege 2;Werkcollege;A1.04;wo;13-15
van Riel Jodi;Algoritmen en complexiteit Practica 1;Practica;A1.04;vr;15-17
van Riel Jodi;Moderne Databases Werkcollege 3;Werkcollege;B0.201;do;15-17
van Riel Jodi;Moderne Databases Practica 2;Practica;C1.112;do;15-17
van Riel Jodi;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
van Riel Jodi;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
de Leest Wieke;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
de Leest Wieke;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Jansema Nikolas;Technology for games Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Jansema Nikolas;Technology for games Werkcollege 1;Werkcollege;A1.04;vr;13-15
Jansema Nikolas;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
van Rietschoten Cleo;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
van Rietschoten Cleo;Heuristieken 1 Werkcollege 2;Werkcollege;A1.04;do;13-15
van Rietschoten Cleo;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
de Looff Yana;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
de Looff Yana;Software engineering Practica 2;Practica;C0.110;ma;17-19
de Looff Yana;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Jongbloed Tamar;Project Genetic Algorithms Practica 3;Practica;C0.110;do;13-15
Jongbloed Tamar;Machine Learning Hoorcollege 2;Hoorcollege;C1.112;di;9-11
Jongbloed Tamar;Software engineering Practica 1;Practica;A1.08;do;15-17
Jongbloed Tamar;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Jongbloed Tamar;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Jongbloed Tamar;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Jongbloed Tamar;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Jongbloed Tamar;Programmeren in Java 2 Practica 6;Practica;A1.08;ma;9-11
Jongbloed Tamar;Machine Learning Hoorcollege 1;Hoorcollege;B0.201;wo;11-13
van Roemburg Caressa;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
de Olde Alexandre;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
de Olde Alexandre;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Jongejan Jenske;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Jongejan Jenske;Collectieve Intelligentie Practica 3;Practica;A1.06;do;13-15
Jongejan Jenske;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Jongejan Jenske;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Jongejan Jenske;Algoritmen en complexiteit Practica 1;Practica;A1.04;vr;15-17
Jongejan Jenske;Collectieve Intelligentie Werkcollege 1;Werkcollege;A1.04;ma;13-15
Jongejan Jenske;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Jongejan Jenske;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
Jongejan Jenske;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
Jongejan Jenske;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Jongejan Jenske;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
van Rosmalen El;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
van Rosmalen El;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
de Olde Mslm;Programmeren in Java 2 Practica 5;Practica;B0.201;di;15-17
de Olde Mslm;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
de Olde Mslm;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Jonkergouw Aradhna;Technology for games Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Jonkergouw Aradhna;Technology for games Werkcollege 1;Werkcollege;A1.04;vr;13-15
Jonkergouw Aradhna;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
van Rossem Georgia;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
van Rossem Georgia;Heuristieken 2 Werkcollege 2;Werkcollege;B0.201;wo;9-11
van Rossem Georgia;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
van Rossem Georgia;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Donselaar Oumaima;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;C0.110;ma;11-13
Donselaar Oumaima;Informatie- en organisatieontwerp Werkcollege 1;Werkcollege;A1.08;vr;15-17
Donselaar Oumaima;Informatie- en organisatieontwerp Practica 1;Practica;C0.110;vr;15-17
Donselaar Oumaima;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C1.112;vr;11-13
Joris Gerritjan;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;C0.110;ma;11-13
Joris Gerritjan;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Joris Gerritjan;Informatie- en organisatieontwerp Werkcollege 1;Werkcollege;A1.08;vr;15-17
Joris Gerritjan;Informatie- en organisatieontwerp Practica 2;Practica;C0.110;wo;9-11
Joris Gerritjan;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C1.112;vr;11-13
Joris Gerritjan;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
van Ruitenbeek Dragana;Compilerbouw Practica 2;Practica;A1.10;wo;11-13
van Ruitenbeek Dragana;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
van Ruitenbeek Dragana;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
van Ruitenbeek Dragana;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Doppenberg Maruschka;Netwerken en systeembeveiliging Practica 2;Practica;B0.201;wo;15-17
Joseph Massae;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
