student;vak;activiteit;zaal;dag;tijdslot
Dielen Marjory;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Dielen Marjory;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Hijdra Sergio;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Hijdra Sergio;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Hijdra Sergio;Interactie-ontwerp Lecture 1;Lecture;A1.04;di;11-13
Hijdra Sergio;Interactie-ontwerp Lecture 2;Lecture;A1.04;di;9-11
Dibbets Boy;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Dibbets Boy;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Dibbets Boy;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Dibbets Boy;Heuristieken 2 Tutorial 1;Tutorial;B0.201;do;11-13
Dibbets Boy;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Dibbets Boy;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Dibbets Boy;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
de Olde Mslm;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
de Olde Mslm;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
de Olde Mslm;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
Fekkes Jurrian;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Fekkes Jurrian;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
Fekkes Jurrian;Algoritmen en complexiteit Lab 1;Lab;A1.06;do;13-15
Fekkes Jurrian;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
Fekkes Jurrian;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
Fekkes Jurrian;Autonomous Agents 2 Tutorial 1;Tutorial;A1.08;vr;13-15
Fekkes Jurrian;Autonomous Agents 2 Lab 1;Lab;C0.110;vr;15-17
Fekkes Jurrian;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Fekkes Jurrian;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Fekkes Jurrian;Zoeken sturen en bewegen Lab 3;Lab;A1.06;di;11-13
Ester Herwin;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
Ester Herwin;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
Ester Herwin;Autonomous Agents 2 Tutorial 3;Tutorial;A1.06;vr;13-15
Ester Herwin;Autonomous Agents 2 Lab 1;Lab;C0.110;vr;15-17
Ester Herwin;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Ester Herwin;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Ester Herwin;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Ester Herwin;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
Ester Herwin;Bioinformatica Lab 3;Lab;A1.06;ma;11-13
Ester Herwin;Data Mining Lecture 1;Lecture;B0.201;do;15-17
Ester Herwin;Data Mining Lecture 2;Lecture;A1.04;do;13-15
Ester Herwin;Data Mining Tutorial 2;Tutorial;C1.112;do;11-13
Ester Herwin;Data Mining Lab 2;Lab;A1.10;do;9-11
Essink Jaro;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Essink Jaro;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Essink Jaro;Compilerbouw Tutorial 2;Tutorial;A1.04;vr;15-17
Essink Jaro;Compilerbouw Lab 2;Lab;C0.110;di;13-15
Essink Jaro;Netwerken en systeembeveiliging Lab 2;Lab;B0.201;di;11-13
Essink Jaro;Programmeren in Java 2 Lab 2;Lab;A1.08;wo;11-13
Hilhorst Bo;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
Hilhorst Bo;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
Hilhorst Bo;Autonomous Agents 2 Tutorial 3;Tutorial;A1.06;vr;13-15
Hilhorst Bo;Autonomous Agents 2 Lab 1;Lab;C0.110;vr;15-17
Hilhorst Bo;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Hilhorst Bo;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Eissens Ludovicus;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Eissens Ludovicus;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Eissens Ludovicus;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Eissens Ludovicus;Bioinformatica Tutorial 2;Tutorial;A1.08;do;15-17
Eissens Ludovicus;Bioinformatica Lab 2;Lab;A1.08;ma;11-13
Eissens Ludovicus;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Eissens Ludovicus;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Eissens Ludovicus;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Eissens Ludovicus;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Eissens Ludovicus;Software engineering Lab 1;Lab;C1.112;wo;13-15
Tijhof Raja;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Tijhof Raja;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Tijhof Raja;Reflectie op de digitale cultuur Tutorial 2;Tutorial;C0.110;vr;11-13
Reintjes Romello;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Reintjes Romello;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Reintjes Romello;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Reintjes Romello;Collectieve Intelligentie Tutorial 2;Tutorial;A1.06;ma;15-17
Reintjes Romello;Collectieve Intelligentie Lab 1;Lab;C1.112;do;15-17
Remijn Nadir;Netwerken en systeembeveiliging Lab 4;Lab;A1.08;do;11-13
Renes Taeke;Compilerbouw practicum Lab 2;Lab;C1.112;di;9-11
Renes Taeke;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
Reuvekamp Cheyenna;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Reuvekamp Cheyenna;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
Reuvekamp Cheyenna;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
Reuvekamp Cheyenna;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Reuvekamp Cheyenna;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Reuvekamp Cheyenna;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
Reuvekamp Cheyenna;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
Reuvekamp Cheyenna;Webprogrammeren en databases Tutorial 2;Tutorial;B0.201;wo;15-17
Reuvekamp Cheyenna;Webprogrammeren en databases Lab 1;Lab;A1.04;ma;9-11
Richardson Lonie;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Richardson Lonie;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Richardson Lonie;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Richardson Lonie;Moderne Databases Tutorial 1;Tutorial;C1.112;vr;11-13
Richardson Lonie;Moderne Databases Lab 1;Lab;A1.04;wo;11-13
Ridderhof Abdeslam;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Ridderhof Abdeslam;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Ridderhof Abdeslam;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
Rienks Kimm;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Rienks Kimm;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Rienks Kimm;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Rienks Kimm;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Rienks Kimm;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Rienks Kimm;Software engineering Lab 2;Lab;B0.201;di;9-11
Rijkens Lorraine;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Rijkens Lorraine;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Rinkel Karam;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Rinkel Karam;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
Rinkel Karam;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
Rinkel Karam;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Rinkel Karam;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Rinkel Karam;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Rinkel Karam;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Rinkel Karam;Software engineering Lab 1;Lab;C1.112;wo;13-15
Rodenburg Fatime;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Rodenburg Fatime;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Rodenburg Fatime;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Rodenburg Fatime;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
Rodenburg Fatime;Bioinformatica Lab 2;Lab;A1.08;ma;11-13
Rodenburg Fatime;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Rodenburg Fatime;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Rodenburg Fatime;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Rodenburg Fatime;Collectieve Intelligentie Tutorial 3;Tutorial;C1.112;vr;13-15
Rodenburg Fatime;Collectieve Intelligentie Lab 1;Lab;C1.112;do;15-17
Rodenburg Fatime;Netwerken en systeembeveiliging Lab 4;Lab;A1.08;do;11-13
Rodenburg Fatime;Project Numerical Recipes Lab 1;Lab;C1.112;do;9-11
Roest Yarah;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Roest Yarah;Moderne Databases Tutorial 2;Tutorial;A1.08;vr;15-17
Roest Yarah;Moderne Databases Lab 2;Lab;A1.08;di;9-11
Roeterdink Tori;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Roeterdink Tori;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Rokx Shan;Advanced Heuristics Lecture 1;Lecture;C1.112;wo;11-13
Rokx Shan;Advanced Heuristics Lab 2;Lab;A1.08;wo;9-11
Rokx Shan;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Rokx Shan;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Rokx Shan;Netwerken en systeembeveiliging Lab 4;Lab;A1.08;do;11-13
Rokx Shan;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Rokx Shan;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Rokx Shan;Reflectie op de digitale cultuur Tutorial 1;Tutorial;A1.10;do;13-15
Rokx Shan;Zoeken sturen en bewegen Lab 1;Lab;A1.06;vr;15-17
Rombout Krijntje;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Rombout Krijntje;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Rombout Krijntje;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Rombout Krijntje;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Rombout Krijntje;Software engineering Lab 2;Lab;B0.201;di;9-11
Roodbeen Karolina;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Roodbeen Karolina;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Roodbeen Karolina;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Roodbeen Karolina;Collectieve Intelligentie Tutorial 3;Tutorial;C1.112;vr;13-15
Roodbeen Karolina;Collectieve Intelligentie Lab 4;Lab;C0.110;do;15-17
Roodbeen Karolina;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Roodbeen Karolina;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Roodbeen Karolina;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
Roodbeen Karolina;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
Roodbeen Karolina;Webprogrammeren en databases Tutorial 2;Tutorial;B0.201;wo;15-17
Roodbeen Karolina;Webprogrammeren en databases Lab 2;Lab;A1.04;do;11-13
Roodbeen Karolina;Zoeken sturen en bewegen Lab 1;Lab;A1.06;vr;15-17
Rooijmans Ziya;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Rooijmans Ziya;Algoritmen en complexiteit Tutorial 2;Tutorial;A1.10;ma;11-13
Rooijmans Ziya;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
Rooijmans Ziya;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Rooijmans Ziya;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Rooijmans Ziya;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
Rooijmans Ziya;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
Rooijmans Ziya;Webprogrammeren en databases Tutorial 2;Tutorial;B0.201;wo;15-17
Rooijmans Ziya;Webprogrammeren en databases Lab 1;Lab;A1.04;ma;9-11
Roozendaal Jennie;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Roozendaal Jennie;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Rosenbrand Jake;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Rosenbrand Jake;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Rotgans Roma;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Rotgans Roma;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Rotgans Roma;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Rotgans Roma;Bioinformatica Tutorial 1;Tutorial;A1.10;wo;13-15
Rotgans Roma;Bioinformatica Lab 1;Lab;A1.04;vr;9-11
Rotgans Roma;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Rotgans Roma;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Rotgans Roma;Software engineering Lab 2;Lab;B0.201;di;9-11
Rothuizen Tevfik;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Rothuizen Tevfik;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
Rothuizen Tevfik;Algoritmen en complexiteit Lab 1;Lab;A1.06;do;13-15
Rothuizen Tevfik;Netwerken en systeembeveiliging Lab 3;Lab;A1.04;wo;13-15
Rothuizen Tevfik;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Rothuizen Tevfik;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Rothuizen Tevfik;Software engineering Lab 2;Lab;B0.201;di;9-11
Rottier Sivar;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Rottier Sivar;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Rottier Sivar;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Rottier Sivar;Collectieve Intelligentie Tutorial 3;Tutorial;C1.112;vr;13-15
Rottier Sivar;Collectieve Intelligentie Lab 4;Lab;C0.110;do;15-17
Rottier Sivar;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Rottier Sivar;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Rottier Sivar;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Rottier Sivar;Moderne Databases Tutorial 1;Tutorial;C1.112;vr;11-13
Rottier Sivar;Moderne Databases Lab 3;Lab;C0.110;ma;11-13
Rovers Eleanora;Advanced Heuristics Lecture 1;Lecture;C1.112;wo;11-13
Rovers Eleanora;Advanced Heuristics Lab 1;Lab;B0.201;ma;13-15
Rovers Eleanora;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Rovers Eleanora;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Rovers Eleanora;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
Rovers Eleanora;Compilerbouw Lab 2;Lab;C0.110;di;13-15
Rust Jannette;Project Numerical Recipes Lab 3;Lab;A1.04;wo;15-17
Hoornstra Catherine;Architectuur en computerorganisatie Lecture 1;Lecture;B0.201;di;13-15
Hoornstra Catherine;Architectuur en computerorganisatie Lecture 2;Lecture;A1.04;ma;11-13
Hoornstra Catherine;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Hoornstra Catherine;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Hoornstra Catherine;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Hoornstra Catherine;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Hoornstra Catherine;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
Hoornstra Catherine;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
Hoornstra Catherine;Technology for games Tutorial 2;Tutorial;A1.08;di;11-13
Rutte Tea;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Rutte Tea;Heuristieken 1 Tutorial 1;Tutorial;B0.201;vr;13-15
Sarikaya Angelica;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
Sarikaya Angelica;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
Sarikaya Angelica;Autonomous Agents 2 Tutorial 1;Tutorial;A1.08;vr;13-15
Sarikaya Angelica;Autonomous Agents 2 Lab 1;Lab;C0.110;vr;15-17
Sarikaya Angelica;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Sarikaya Angelica;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Sarikaya Angelica;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Sarikaya Angelica;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Sarikaya Angelica;Software engineering Lab 2;Lab;B0.201;di;9-11
Scheffers Imran;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Scheffers Imran;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Scheffers Imran;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Scheffers Imran;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Scheffers Imran;Heuristieken 1 Tutorial 2;Tutorial;A1.06;wo;11-13
Scheffers Imran;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Scheffers Imran;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Scheffers Imran;Software engineering Lab 2;Lab;B0.201;di;9-11
Schellevis Albertine;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Schellevis Albertine;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Schellevis Albertine;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Scheltema Minoesch;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Scheltema Minoesch;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Scheltema Minoesch;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Scheltema Minoesch;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Scheltema Minoesch;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Scheltema Minoesch;Software engineering Lab 2;Lab;B0.201;di;9-11
Scherpenzeel Jackson;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Scherpenzeel Jackson;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Scherpenzeel Jackson;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Scherpenzeel Jackson;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Scherpenzeel Jackson;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Scherpenzeel Jackson;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
Schijvenaars Xiao;Machine Learning Lecture 1;Lecture;A1.06;di;9-11
Schijvenaars Xiao;Machine Learning Lecture 2;Lecture;C1.112;di;11-13
Schoneveld Elbertha;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Schoneveld Elbertha;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Schoneveld Elbertha;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Schoneveld Elbertha;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Schoonderwoerd Jaiden;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Schoonderwoerd Jaiden;Heuristieken 2 Tutorial 1;Tutorial;B0.201;do;11-13
Schoutens Nassira;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
Schrader Arif;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Schrader Arif;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Schrader Arif;Project Genetic Algorithms Lab 2;Lab;A1.06;di;15-17
Schrama Emrah;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
Schrama Emrah;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
Schrama Emrah;Autonomous Agents 2 Tutorial 2;Tutorial;A1.08;do;13-15
Schrama Emrah;Autonomous Agents 2 Lab 2;Lab;A1.10;ma;9-11
Schrama Emrah;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Schrama Emrah;Heuristieken 1 Tutorial 1;Tutorial;B0.201;vr;13-15
Schrama Emrah;Informatie- en organisatieontwerp Lecture 1;Lecture;A1.06;wo;13-15
Schrama Emrah;Informatie- en organisatieontwerp Lecture 2;Lecture;A1.06;do;11-13
Schrama Emrah;Informatie- en organisatieontwerp Tutorial 1;Tutorial;A1.08;vr;9-11
Schrama Emrah;Informatie- en organisatieontwerp Lab 1;Lab;A1.04;do;9-11
Schrama Emrah;Netwerken en systeembeveiliging Lab 1;Lab;A1.08;vr;11-13
Schrama Emrah;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
Schrama Emrah;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
Schrama Emrah;Technology for games Tutorial 2;Tutorial;A1.08;di;11-13
Schrauwen Silvy;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Schrauwen Silvy;Moderne Databases Tutorial 1;Tutorial;C1.112;vr;11-13
Schrauwen Silvy;Moderne Databases Lab 3;Lab;C0.110;ma;11-13
Schrauwen Silvy;Netwerken en systeembeveiliging Lab 3;Lab;A1.04;wo;13-15
Schrauwen Silvy;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
Schrauwen Silvy;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Schrauwen Silvy;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Schrauwen Silvy;Reflectie op de digitale cultuur Tutorial 1;Tutorial;A1.10;do;13-15
Schuiling Thom;Netwerken en systeembeveiliging Lab 3;Lab;A1.04;wo;13-15
Selten Levien;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Selten Levien;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Selten Levien;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Selten Levien;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Selten Levien;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Selten Marianka;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Selten Marianka;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Sieben Michl;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Sieben Michl;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Sieben Michl;Heuristieken 1 Tutorial 1;Tutorial;B0.201;vr;13-15
Siemonsma Enes;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Siemonsma Enes;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Siemonsma Enes;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Siemonsma Enes;Collectieve Intelligentie Tutorial 1;Tutorial;A1.04;vr;13-15
Siemonsma Enes;Collectieve Intelligentie Lab 3;Lab;A1.04;di;13-15
Siemonsma Enes;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Siemonsma Enes;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Sier Patricia;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Sier Patricia;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Sier Patricia;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Sier Patricia;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
Sier Patricia;Bioinformatica Lab 3;Lab;A1.06;ma;11-13
Sier Patricia;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Sier Patricia;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Sier Patricia;Compilerbouw Tutorial 2;Tutorial;A1.04;vr;15-17
Sier Patricia;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Sier Patricia;Project Numerical Recipes Lab 1;Lab;C1.112;do;9-11
Sier Patricia;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Sier Patricia;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Sier Patricia;Software engineering Lab 2;Lab;B0.201;di;9-11
Siero Christiana;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Siero Christiana;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Siero Christiana;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Siero Christiana;Collectieve Intelligentie Tutorial 4;Tutorial;A1.06;vr;11-13
Siero Christiana;Collectieve Intelligentie Lab 2;Lab;A1.06;ma;13-15
Siero Christiana;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Sijmons Servet;Advanced Heuristics Lecture 1;Lecture;C1.112;wo;11-13
Sijmons Servet;Advanced Heuristics Lab 2;Lab;A1.08;wo;9-11
Sijmons Servet;Project Genetic Algorithms Lab 2;Lab;A1.06;di;15-17
Sikking Saif;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Sikking Saif;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Sikking Saif;Software engineering Lab 1;Lab;C1.112;wo;13-15
Sips Jimi;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Sips Jimi;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Sips Jimi;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Sips Jimi;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Sips Jimi;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Sips Jimi;Collectieve Intelligentie Tutorial 3;Tutorial;C1.112;vr;13-15
Sips Jimi;Collectieve Intelligentie Lab 1;Lab;C1.112;do;15-17
Sips Jimi;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
Sips Jimi;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
Sips Jimi;Webprogrammeren en databases Tutorial 2;Tutorial;B0.201;wo;15-17
Sips Jimi;Webprogrammeren en databases Lab 2;Lab;A1.04;do;11-13
Slangen No;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Slangen No;Heuristieken 1 Tutorial 2;Tutorial;A1.06;wo;11-13
Slangen No;Informatie- en organisatieontwerp Lecture 1;Lecture;A1.06;wo;13-15
Slangen No;Informatie- en organisatieontwerp Lecture 2;Lecture;A1.06;do;11-13
Slangen No;Informatie- en organisatieontwerp Tutorial 2;Tutorial;A1.08;ma;9-11
